            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2459104.958333333, A.D. 2020-Sep-12 11:00:00.0000,  1.614342819556634E+08, -2.275336828247004E+07,  4.155695015298185E+06,  9.278767475836757E+00,  2.928015344727734E+01,  9.016602216349199E-01,
2459105.000000000, A.D. 2020-Sep-12 12:00:00.0000,  1.614676539167463E+08, -2.264795512065549E+07,  4.158940182231502E+06,  9.261211261802057E+00,  2.928271218827381E+01,  9.012102636315991E-01,
2459105.041666667, A.D. 2020-Sep-12 13:00:00.0000,  1.615009626793335E+08, -2.254253276939287E+07,  4.162183728957240E+06,  9.243657202001208E+00,  2.928525869727225E+01,  9.007601063835686E-01,
2459105.083333333, A.D. 2020-Sep-12 14:00:00.0000,  1.615342082511972E+08, -2.243710127270582E+07,  4.165425654758849E+06,  9.226105305892480E+00,  2.928779298069719E+01,  9.003097502912691E-01,
2459105.125000000, A.D. 2020-Sep-12 15:00:00.0000,  1.615673906401437E+08, -2.233166067459482E+07,  4.168665958921203E+06,  9.208555582921424E+00,  2.929031504498032E+01,  8.998591957549671E-01,
2459105.166666667, A.D. 2020-Sep-12 16:00:00.0000,  1.616005098540133E+08, -2.222621101903720E+07,  4.171904640730632E+06,  9.191008042520870E+00,  2.929282489656042E+01,  8.994084431747549E-01,
2459105.208333333, A.D. 2020-Sep-12 17:00:00.0000,  1.616335659006802E+08, -2.212075234998709E+07,  4.175141699474891E+06,  9.173462694110928E+00,  2.929532254188334E+01,  8.989574929505437E-01,
2459105.250000000, A.D. 2020-Sep-12 18:00:00.0000,  1.616665587880537E+08, -2.201528471137404E+07,  4.178377134443815E+06,  9.155919547461288E+00,  2.929780798743088E+01,  8.985063458195359E-01,
2459105.291666667, A.D. 2020-Sep-12 19:00:00.0000,  1.616994885240753E+08, -2.190980814710829E+07,  4.181610944928613E+06,  9.138378611611634E+00,  2.930028123963470E+01,  8.980550018504427E-01,
2459105.333333333, A.D. 2020-Sep-12 20:00:00.0000,  1.617323551167212E+08, -2.180432270107390E+07,  4.184843130221372E+06,  9.120839895936749E+00,  2.930274230496122E+01,  8.976034614360202E-01,
2459105.375000000, A.D. 2020-Sep-12 21:00:00.0000,  1.617651585740012E+08, -2.169882841713003E+07,  4.188073689615667E+06,  9.103303409805525E+00,  2.930519118988447E+01,  8.971517249754566E-01,
2459105.416666667, A.D. 2020-Sep-12 22:00:00.0000,  1.617978989039584E+08, -2.159332533911544E+07,  4.191302622406420E+06,  9.085769162574616E+00,  2.930762790088538E+01,  8.966997928677731E-01,
2459105.458333333, A.D. 2020-Sep-12 23:00:00.0000,  1.618305761146697E+08, -2.148781351084458E+07,  4.194529927890018E+06,  9.068237163587783E+00,  2.931005244445183E+01,  8.962476655117992E-01,
2459105.500000000, A.D. 2020-Sep-13 00:00:00.0000,  1.618631902142453E+08, -2.138229297610852E+07,  4.197755605364284E+06,  9.050707422176067E+00,  2.931246482707863E+01,  8.957953433061885E-01,
2459105.541666667, A.D. 2020-Sep-13 01:00:00.0000,  1.618957412108296E+08, -2.127676377867494E+07,  4.200979654128481E+06,  9.033179947657777E+00,  2.931486505526750E+01,  8.953428266494079E-01,
2459105.583333333, A.D. 2020-Sep-13 02:00:00.0000,  1.619282291125999E+08, -2.117122596228811E+07,  4.204202073483296E+06,  9.015654749338490E+00,  2.931725313552701E+01,  8.948901159397469E-01,
2459105.625000000, A.D. 2020-Sep-13 03:00:00.0000,  1.619606539277674E+08, -2.106567957066884E+07,  4.207422862730863E+06,  8.998131836511059E+00,  2.931962907437259E+01,  8.944372115753012E-01,
2459105.666666667, A.D. 2020-Sep-13 04:00:00.0000,  1.619930156645768E+08, -2.096012464751362E+07,  4.210642021174757E+06,  8.980611218455460E+00,  2.932199287832650E+01,  8.939841139539855E-01,
2459105.708333333, A.D. 2020-Sep-13 05:00:00.0000,  1.620253143313054E+08, -2.085456123649805E+07,  4.213859548119926E+06,  8.963092904439371E+00,  2.932434455391778E+01,  8.935308234735313E-01,
2459105.750000000, A.D. 2020-Sep-13 06:00:00.0000,  1.620575499362647E+08, -2.074898938127160E+07,  4.217075442872812E+06,  8.945576903717310E+00,  2.932668410768227E+01,  8.930773405314874E-01,
2459105.791666667, A.D. 2020-Sep-13 07:00:00.0000,  1.620897224877993E+08, -2.064340912546108E+07,  4.220289704741274E+06,  8.928063225531204E+00,  2.932901154616253E+01,  8.926236655252016E-01,
2459105.833333333, A.D. 2020-Sep-13 08:00:00.0000,  1.621218319942867E+08, -2.053782051266971E+07,  4.223502333034594E+06,  8.910551879110248E+00,  2.933132687590791E+01,  8.921697988518442E-01,
2459105.875000000, A.D. 2020-Sep-13 09:00:00.0000,  1.621538784641380E+08, -2.043222358647716E+07,  4.226713327063483E+06,  8.893042873670908E+00,  2.933363010347441E+01,  8.917157409083991E-01,
2459105.916666667, A.D. 2020-Sep-13 10:00:00.0000,  1.621858619057973E+08, -2.032661839043944E+07,  4.229922686140087E+06,  8.875536218416913E+00,  2.933592123542473E+01,  8.912614920916511E-01,
2459105.958333333, A.D. 2020-Sep-13 11:00:00.0000,  1.622177823277419E+08, -2.022100496808895E+07,  4.233130409577971E+06,  8.858031922539265E+00,  2.933820027832824E+01,  8.908070527982090E-01,
2459106.000000000, A.D. 2020-Sep-13 12:00:00.0000,  1.622496397384819E+08, -2.011538336293444E+07,  4.236336496692137E+06,  8.840529995216226E+00,  2.934046723876093E+01,  8.903524234244795E-01,
2459106.041666667, A.D. 2020-Sep-13 13:00:00.0000,  1.622814341465607E+08, -2.000975361846094E+07,  4.239540946799006E+06,  8.823030445613334E+00,  2.934272212330540E+01,  8.898976043666824E-01,
2459106.083333333, A.D. 2020-Sep-13 14:00:00.0000,  1.623131655605546E+08, -1.990411577812980E+07,  4.242743759216432E+06,  8.805533282883381E+00,  2.934496493855087E+01,  8.894425960208441E-01,
2459106.125000000, A.D. 2020-Sep-13 15:00:00.0000,  1.623448339890727E+08, -1.979846988537862E+07,  4.245944933263687E+06,  8.788038516166436E+00,  2.934719569109308E+01,  8.889873987828043E-01,
2459106.166666667, A.D. 2020-Sep-13 16:00:00.0000,  1.623764394407571E+08, -1.969281598362125E+07,  4.249144468261471E+06,  8.770546154589832E+00,  2.934941438753434E+01,  8.885320130482022E-01,
2459106.208333333, A.D. 2020-Sep-13 17:00:00.0000,  1.624079819242828E+08, -1.958715411624777E+07,  4.252342363531914E+06,  8.753056207268164E+00,  2.935162103448347E+01,  8.880764392124867E-01,
2459106.250000000, A.D. 2020-Sep-13 18:00:00.0000,  1.624394614483575E+08, -1.948148432662442E+07,  4.255538618398554E+06,  8.735568683303301E+00,  2.935381563855577E+01,  8.876206776709115E-01,
2459106.291666667, A.D. 2020-Sep-13 19:00:00.0000,  1.624708780217215E+08, -1.937580665809367E+07,  4.258733232186371E+06,  8.718083591784369E+00,  2.935599820637304E+01,  8.871647288185418E-01,
2459106.333333333, A.D. 2020-Sep-13 20:00:00.0000,  1.625022316531481E+08, -1.927012115397409E+07,  4.261926204221749E+06,  8.700600941787769E+00,  2.935816874456351E+01,  8.867085930502352E-01,
2459106.375000000, A.D. 2020-Sep-13 21:00:00.0000,  1.625335223514431E+08, -1.916442785756040E+07,  4.265117533832505E+06,  8.683120742377165E+00,  2.936032725976182E+01,  8.862522707606608E-01,
2459106.416666667, A.D. 2020-Sep-13 22:00:00.0000,  1.625647501254448E+08, -1.905872681212343E+07,  4.268307220347874E+06,  8.665643002603490E+00,  2.936247375860904E+01,  8.857957623442925E-01,
2459106.458333333, A.D. 2020-Sep-13 23:00:00.0000,  1.625959149840243E+08, -1.895301806091006E+07,  4.271495263098506E+06,  8.648167731504937E+00,  2.936460824775260E+01,  8.853390681953979E-01,
2459106.500000000, A.D. 2020-Sep-14 00:00:00.0000,  1.626270169360849E+08, -1.884730164714327E+07,  4.274681661416475E+06,  8.630694938106977E+00,  2.936673073384629E+01,  8.848821887080565E-01,
2459106.541666667, A.D. 2020-Sep-14 01:00:00.0000,  1.626580559905627E+08, -1.874157761402204E+07,  4.277866414635272E+06,  8.613224631422341E+00,  2.936884122355021E+01,  8.844251242761381E-01,
2459106.583333333, A.D. 2020-Sep-14 02:00:00.0000,  1.626890321564260E+08, -1.863584600472138E+07,  4.281049522089802E+06,  8.595756820451031E+00,  2.937093972353080E+01,  8.839678752933278E-01,
2459106.625000000, A.D. 2020-Sep-14 03:00:00.0000,  1.627199454426756E+08, -1.853010686239228E+07,  4.284230983116394E+06,  8.578291514180320E+00,  2.937302624046077E+01,  8.835104421530957E-01,
2459106.666666667, A.D. 2020-Sep-14 04:00:00.0000,  1.627507958583445E+08, -1.842436023016170E+07,  4.287410797052787E+06,  8.560828721584745E+00,  2.937510078101907E+01,  8.830528252487220E-01,
2459106.708333333, A.D. 2020-Sep-14 05:00:00.0000,  1.627815834124982E+08, -1.831860615113256E+07,  4.290588963238139E+06,  8.543368451626113E+00,  2.937716335189094E+01,  8.825950249732735E-01,
2459106.750000000, A.D. 2020-Sep-14 06:00:00.0000,  1.628123081142344E+08, -1.821284466838281E+07,  4.293765481013048E+06,  8.525910713253364E+00,  2.937921395976778E+01,  8.821370417196270E-01,
2459106.791666667, A.D. 2020-Sep-14 07:00:00.0000,  1.628429699726825E+08, -1.810707582496892E+07,  4.296940349719444E+06,  8.508455515403128E+00,  2.938125261134719E+01,  8.816788758804552E-01,
2459106.833333333, A.D. 2020-Sep-14 08:00:00.0000,  1.628735689970046E+08, -1.800129966392062E+07,  4.300113568700753E+06,  8.491002866998885E+00,  2.938327931333296E+01,  8.812205278482228E-01,
2459106.875000000, A.D. 2020-Sep-14 09:00:00.0000,  1.629041051963949E+08, -1.789551622824438E+07,  4.303285137301790E+06,  8.473552776951527E+00,  2.938529407243501E+01,  8.807619980151902E-01,
2459106.916666667, A.D. 2020-Sep-14 10:00:00.0000,  1.629345785800793E+08, -1.778972556092249E+07,  4.306455054868774E+06,  8.456105254159217E+00,  2.938729689536940E+01,  8.803032867734206E-01,
2459106.958333333, A.D. 2020-Sep-14 11:00:00.0000,  1.629649891573162E+08, -1.768392770491305E+07,  4.309623320749339E+06,  8.438660307507392E+00,  2.938928778885827E+01,  8.798443945147572E-01,
2459107.000000000, A.D. 2020-Sep-14 12:00:00.0000,  1.629953369373954E+08, -1.757812270314997E+07,  4.312789934292531E+06,  8.421217945868770E+00,  2.939126675962983E+01,  8.793853216308598E-01,
2459107.041666667, A.D. 2020-Sep-14 13:00:00.0000,  1.630256219296391E+08, -1.747231059854290E+07,  4.315954894848799E+06,  8.403778178103330E+00,  2.939323381441837E+01,  8.789260685131577E-01,
2459107.083333333, A.D. 2020-Sep-14 14:00:00.0000,  1.630558441434010E+08, -1.736649143397725E+07,  4.319118201770011E+06,  8.386341013058340E+00,  2.939518895996418E+01,  8.784666355528969E-01,
2459107.125000000, A.D. 2020-Sep-14 15:00:00.0000,  1.630860035880670E+08, -1.726066525231415E+07,  4.322279854409439E+06,  8.368906459568334E+00,  2.939713220301359E+01,  8.780070231410964E-01,
2459107.166666667, A.D. 2020-Sep-14 16:00:00.0000,  1.631161002730544E+08, -1.715483209639045E+07,  4.325439852121757E+06,  8.351474526455130E+00,  2.939906355031887E+01,  8.775472316685793E-01,
2459107.208333333, A.D. 2020-Sep-14 17:00:00.0000,  1.631461342078125E+08, -1.704899200901864E+07,  4.328598194263048E+06,  8.334045222527825E+00,  2.940098300863828E+01,  8.770872615259506E-01,
2459107.250000000, A.D. 2020-Sep-14 18:00:00.0000,  1.631761054018221E+08, -1.694314503298692E+07,  4.331754880190808E+06,  8.316618556582789E+00,  2.940289058473603E+01,  8.766271131036181E-01,
2459107.291666667, A.D. 2020-Sep-14 19:00:00.0000,  1.632060138645960E+08, -1.683729121105909E+07,  4.334909909263927E+06,  8.299194537403681E+00,  2.940478628538221E+01,  8.761667867917691E-01,
2459107.333333333, A.D. 2020-Sep-14 20:00:00.0000,  1.632358596056781E+08, -1.673143058597458E+07,  4.338063280842708E+06,  8.281773173761433E+00,  2.940667011735282E+01,  8.757062829803814E-01,
2459107.375000000, A.D. 2020-Sep-14 21:00:00.0000,  1.632656426346442E+08, -1.662556320044842E+07,  4.341214994288854E+06,  8.264354474414269E+00,  2.940854208742974E+01,  8.752456020592323E-01,
2459107.416666667, A.D. 2020-Sep-14 22:00:00.0000,  1.632953629611016E+08, -1.651968909717121E+07,  4.344365048965471E+06,  8.246938448107690E+00,  2.941040220240069E+01,  8.747847444178696E-01,
2459107.458333333, A.D. 2020-Sep-14 23:00:00.0000,  1.633250205946887E+08, -1.641380831880911E+07,  4.347513444237066E+06,  8.229525103574483E+00,  2.941225046905919E+01,  8.743237104456512E-01,
2459107.500000000, A.D. 2020-Sep-15 00:00:00.0000,  1.633546155450759E+08, -1.630792090800380E+07,  4.350660179469550E+06,  8.212114449534726E+00,  2.941408689420459E+01,  8.738625005316987E-01,
2459107.541666667, A.D. 2020-Sep-15 01:00:00.0000,  1.633841478219644E+08, -1.620202690737248E+07,  4.353805254030231E+06,  8.194706494695779E+00,  2.941591148464201E+01,  8.734011150649383E-01,
2459107.583333333, A.D. 2020-Sep-15 02:00:00.0000,  1.634136174350872E+08, -1.609612635950786E+07,  4.356948667287820E+06,  8.177301247752293E+00,  2.941772424718233E+01,  8.729395544340726E-01,
2459107.625000000, A.D. 2020-Sep-15 03:00:00.0000,  1.634430243942081E+08, -1.599021930697807E+07,  4.360090418612426E+06,  8.159898717386216E+00,  2.941952518864215E+01,  8.724778190276012E-01,
2459107.666666667, A.D. 2020-Sep-15 04:00:00.0000,  1.634723687091226E+08, -1.588430579232674E+07,  4.363230507375555E+06,  8.142498912266776E+00,  2.942131431584379E+01,  8.720159092337880E-01,
2459107.708333333, A.D. 2020-Sep-15 05:00:00.0000,  1.635016503896571E+08, -1.577838585807291E+07,  4.366368932950109E+06,  8.125101841050505E+00,  2.942309163561526E+01,  8.715538254407029E-01,
2459107.750000000, A.D. 2020-Sep-15 06:00:00.0000,  1.635308694456693E+08, -1.567245954671103E+07,  4.369505694710394E+06,  8.107707512381221E+00,  2.942485715479022E+01,  8.710915680361850E-01,
2459107.791666667, A.D. 2020-Sep-15 07:00:00.0000,  1.635600258870477E+08, -1.556652690071093E+07,  4.372640792032102E+06,  8.090315934890043E+00,  2.942661088020800E+01,  8.706291374078656E-01,
2459107.833333333, A.D. 2020-Sep-15 08:00:00.0000,  1.635891197237122E+08, -1.546058796251783E+07,  4.375774224292327E+06,  8.072927117195393E+00,  2.942835281871351E+01,  8.701665339431504E-01,
2459107.875000000, A.D. 2020-Sep-15 09:00:00.0000,  1.636181509656136E+08, -1.535464277455227E+07,  4.378905990869553E+06,  8.055541067902983E+00,  2.943008297715730E+01,  8.697037580292353E-01,
2459107.916666667, A.D. 2020-Sep-15 10:00:00.0000,  1.636471196227335E+08, -1.524869137921014E+07,  4.382036091143661E+06,  8.038157795605830E+00,  2.943180136239546E+01,  8.692408100530944E-01,
2459107.958333333, A.D. 2020-Sep-15 11:00:00.0000,  1.636760257050846E+08, -1.514273381886263E+07,  4.385164524495926E+06,  8.020777308884256E+00,  2.943350798128967E+01,  8.687776904014832E-01,
2459108.000000000, A.D. 2020-Sep-15 12:00:00.0000,  1.637048692227105E+08, -1.503677013585622E+07,  4.388291290309006E+06,  8.003399616305886E+00,  2.943520284070709E+01,  8.683143994609335E-01,
2459108.041666667, A.D. 2020-Sep-15 13:00:00.0000,  1.637336501856853E+08, -1.493080037251267E+07,  4.391416387966962E+06,  7.986024726425652E+00,  2.943688594752043E+01,  8.678509376177654E-01,
2459108.083333333, A.D. 2020-Sep-15 14:00:00.0000,  1.637623686041142E+08, -1.482482457112895E+07,  4.394539816855234E+06,  7.968652647785793E+00,  2.943855730860787E+01,  8.673873052580703E-01,
2459108.125000000, A.D. 2020-Sep-15 15:00:00.0000,  1.637910244881331E+08, -1.471884277397730E+07,  4.397661576360662E+06,  7.951283388915857E+00,  2.944021693085304E+01,  8.669235027677242E-01,
2459108.166666667, A.D. 2020-Sep-15 16:00:00.0000,  1.638196178479084E+08, -1.461285502330515E+07,  4.400781665871468E+06,  7.933916958332709E+00,  2.944186482114504E+01,  8.664595305323726E-01,
2459108.208333333, A.D. 2020-Sep-15 17:00:00.0000,  1.638481486936372E+08, -1.450686136133512E+07,  4.403900084777264E+06,  7.916553364540522E+00,  2.944350098637836E+01,  8.659953889374510E-01,
2459108.250000000, A.D. 2020-Sep-15 18:00:00.0000,  1.638766170355474E+08, -1.440086183026502E+07,  4.407016832469049E+06,  7.899192616030789E+00,  2.944512543345290E+01,  8.655310783681660E-01,
2459108.291666667, A.D. 2020-Sep-15 19:00:00.0000,  1.639050228838971E+08, -1.429485647226777E+07,  4.410131908339208E+06,  7.881834721282319E+00,  2.944673816927393E+01,  8.650665992095004E-01,
2459108.333333333, A.D. 2020-Sep-15 20:00:00.0000,  1.639333662489753E+08, -1.418884532949146E+07,  4.413245311781511E+06,  7.864479688761240E+00,  2.944833920075207E+01,  8.646019518462111E-01,
2459108.375000000, A.D. 2020-Sep-15 21:00:00.0000,  1.639616471411010E+08, -1.408282844405927E+07,  4.416357042191116E+06,  7.847127526921005E+00,  2.944992853480327E+01,  8.641371366628352E-01,
2459108.416666667, A.D. 2020-Sep-15 22:00:00.0000,  1.639898655706241E+08, -1.397680585806948E+07,  4.419467098964560E+06,  7.829778244202387E+00,  2.945150617834878E+01,  8.636721540436803E-01,
2459108.458333333, A.D. 2020-Sep-15 23:00:00.0000,  1.640180215479244E+08, -1.387077761359545E+07,  4.422575481499769E+06,  7.812431849033490E+00,  2.945307213831515E+01,  8.632070043728319E-01,
2459108.500000000, A.D. 2020-Sep-16 00:00:00.0000,  1.640461150834123E+08, -1.376474375268559E+07,  4.425682189196044E+06,  7.795088349829740E+00,  2.945462642163419E+01,  8.627416880341503E-01,
2459108.541666667, A.D. 2020-Sep-16 01:00:00.0000,  1.640741461875284E+08, -1.365870431736334E+07,  4.428787221454074E+06,  7.777747754993900E+00,  2.945616903524293E+01,  8.622762054112680E-01,
2459108.583333333, A.D. 2020-Sep-16 02:00:00.0000,  1.641021148707435E+08, -1.355265934962716E+07,  4.431890577675925E+06,  7.760410072916063E+00,  2.945769998608363E+01,  8.618105568875869E-01,
2459108.625000000, A.D. 2020-Sep-16 03:00:00.0000,  1.641300211435587E+08, -1.344660889145052E+07,  4.434992257265042E+06,  7.743075311973656E+00,  2.945921928110377E+01,  8.613447428462830E-01,
2459108.666666667, A.D. 2020-Sep-16 04:00:00.0000,  1.641578650165051E+08, -1.334055298478186E+07,  4.438092259626256E+06,  7.725743480531446E+00,  2.946072692725595E+01,  8.608787636703106E-01,
2459108.708333333, A.D. 2020-Sep-16 05:00:00.0000,  1.641856465001440E+08, -1.323449167154457E+07,  4.441190584165766E+06,  7.708414586941538E+00,  2.946222293149798E+01,  8.604126197423856E-01,
2459108.750000000, A.D. 2020-Sep-16 06:00:00.0000,  1.642133656050666E+08, -1.312842499363701E+07,  4.444287230291158E+06,  7.691088639543380E+00,  2.946370730079276E+01,  8.599463114450021E-01,
2459108.791666667, A.D. 2020-Sep-16 07:00:00.0000,  1.642410223418941E+08, -1.302235299293244E+07,  4.447382197411386E+06,  7.673765646663765E+00,  2.946518004210831E+01,  8.594798391604215E-01,
2459108.833333333, A.D. 2020-Sep-16 08:00:00.0000,  1.642686167212779E+08, -1.291627571127903E+07,  4.450475484936785E+06,  7.656445616616833E+00,  2.946664116241775E+01,  8.590132032706759E-01,
2459108.875000000, A.D. 2020-Sep-16 09:00:00.0000,  1.642961487538991E+08, -1.281019319049986E+07,  4.453567092279065E+06,  7.639128557704073E+00,  2.946809066869925E+01,  8.585464041575630E-01,
2459108.916666667, A.D. 2020-Sep-16 10:00:00.0000,  1.643236184504687E+08, -1.270410547239286E+07,  4.456657018851312E+06,  7.621814478214326E+00,  2.946952856793601E+01,  8.580794422026550E-01,
2459108.958333333, A.D. 2020-Sep-16 11:00:00.0000,  1.643510258217275E+08, -1.259801259873079E+07,  4.459745264067973E+06,  7.604503386423791E+00,  2.947095486711627E+01,  8.576123177872930E-01,
2459109.000000000, A.D. 2020-Sep-16 12:00:00.0000,  1.643783708784461E+08, -1.249191461126130E+07,  4.462831827344884E+06,  7.587195290596020E+00,  2.947236957323327E+01,  8.571450312925784E-01,
2459109.041666667, A.D. 2020-Sep-16 13:00:00.0000,  1.644056536314248E+08, -1.238581155170679E+07,  4.465916708099241E+06,  7.569890198981930E+00,  2.947377269328522E+01,  8.566775830993851E-01,
2459109.083333333, A.D. 2020-Sep-16 14:00:00.0000,  1.644328740914937E+08, -1.227970346176451E+07,  4.468999905749617E+06,  7.552588119819795E+00,  2.947516423427528E+01,  8.562099735883546E-01,
2459109.125000000, A.D. 2020-Sep-16 15:00:00.0000,  1.644600322695124E+08, -1.217359038310647E+07,  4.472081419715954E+06,  7.535289061335260E+00,  2.947654420321155E+01,  8.557422031398936E-01,
2459109.166666667, A.D. 2020-Sep-16 16:00:00.0000,  1.644871281763700E+08, -1.206747235737944E+07,  4.475161249419557E+06,  7.517993031741335E+00,  2.947791260710703E+01,  8.552742721341744E-01,
2459109.208333333, A.D. 2020-Sep-16 17:00:00.0000,  1.645141618229854E+08, -1.196134942620493E+07,  4.478239394283106E+06,  7.500700039238403E+00,  2.947926945297963E+01,  8.548061809511331E-01,
2459109.250000000, A.D. 2020-Sep-16 18:00:00.0000,  1.645411332203068E+08, -1.185522163117919E+07,  4.481315853730647E+06,  7.483410092014219E+00,  2.948061474785212E+01,  8.543379299704768E-01,
2459109.291666667, A.D. 2020-Sep-16 19:00:00.0000,  1.645680423793121E+08, -1.174908901387316E+07,  4.484390627187592E+06,  7.466123198243917E+00,  2.948194849875210E+01,  8.538695195716652E-01,
2459109.333333333, A.D. 2020-Sep-16 20:00:00.0000,  1.645948893110082E+08, -1.164295161583250E+07,  4.487463714080716E+06,  7.448839366090010E+00,  2.948327071271201E+01,  8.534009501339312E-01,
2459109.375000000, A.D. 2020-Sep-16 21:00:00.0000,  1.646216740264316E+08, -1.153680947857752E+07,  4.490535113838164E+06,  7.431558603702395E+00,  2.948458139676909E+01,  8.529322220362747E-01,
2459109.416666667, A.D. 2020-Sep-16 22:00:00.0000,  1.646483965366483E+08, -1.143066264360320E+07,  4.493604825889440E+06,  7.414280919218350E+00,  2.948588055796537E+01,  8.524633356574469E-01,
2459109.458333333, A.D. 2020-Sep-16 23:00:00.0000,  1.646750568527532E+08, -1.132451115237914E+07,  4.496672849665415E+06,  7.397006320762548E+00,  2.948716820334763E+01,  8.519942913759699E-01,
2459109.500000000, A.D. 2020-Sep-17 00:00:00.0000,  1.647016549858707E+08, -1.121835504634961E+07,  4.499739184598318E+06,  7.379734816447050E+00,  2.948844433996739E+01,  8.515250895701261E-01,
2459109.541666667, A.D. 2020-Sep-17 01:00:00.0000,  1.647281909471543E+08, -1.111219436693343E+07,  4.502803830121744E+06,  7.362466414371313E+00,  2.948970897488088E+01,  8.510557306179578E-01,
2459109.583333333, A.D. 2020-Sep-17 02:00:00.0000,  1.647546647477866E+08, -1.100602915552404E+07,  4.505866785670646E+06,  7.345201122622191E+00,  2.949096211514904E+01,  8.505862148972696E-01,
2459109.625000000, A.D. 2020-Sep-17 03:00:00.0000,  1.647810763989793E+08, -1.089985945348945E+07,  4.508928050681336E+06,  7.327938949273942E+00,  2.949220376783747E+01,  8.501165427856261E-01,
2459109.666666667, A.D. 2020-Sep-17 04:00:00.0000,  1.648074259119731E+08, -1.079368530217222E+07,  4.511987624591486E+06,  7.310679902388223E+00,  2.949343394001644E+01,  8.496467146603521E-01,
2459109.708333333, A.D. 2020-Sep-17 05:00:00.0000,  1.648337132980379E+08, -1.068750674288945E+07,  4.515045506840126E+06,  7.293423990014105E+00,  2.949465263876084E+01,  8.491767308985292E-01,
2459109.750000000, A.D. 2020-Sep-17 06:00:00.0000,  1.648599385684723E+08, -1.058132381693277E+07,  4.518101696867644E+06,  7.276171220188066E+00,  2.949585987115016E+01,  8.487065918770078E-01,
2459109.791666667, A.D. 2020-Sep-17 07:00:00.0000,  1.648861017346039E+08, -1.047513656556830E+07,  4.521156194115780E+06,  7.258921600933998E+00,  2.949705564426849E+01,  8.482362979723863E-01,
2459109.833333333, A.D. 2020-Sep-17 08:00:00.0000,  1.649122028077893E+08, -1.036894503003666E+07,  4.524208998027636E+06,  7.241675140263212E+00,  2.949823996520449E+01,  8.477658495610250E-01,
2459109.875000000, A.D. 2020-Sep-17 09:00:00.0000,  1.649382417994137E+08, -1.026274925155293E+07,  4.527260108047663E+06,  7.224431846174439E+00,  2.949941284105136E+01,  8.472952470190425E-01,
2459109.916666667, A.D. 2020-Sep-17 10:00:00.0000,  1.649642187208913E+08, -1.015654927130667E+07,  4.530309523621668E+06,  7.207191726653836E+00,  2.950057427890684E+01,  8.468244907223141E-01,
2459109.958333333, A.D. 2020-Sep-17 11:00:00.0000,  1.649901335836647E+08, -1.005034513046187E+07,  4.533357244196809E+06,  7.189954789674984E+00,  2.950172428587313E+01,  8.463535810464773E-01,
2459110.000000000, A.D. 2020-Sep-17 12:00:00.0000,  1.650159863992055E+08, -9.944136870156929E+06,  4.536403269221598E+06,  7.172721043198899E+00,  2.950286286905696E+01,  8.458825183669152E-01,
2459110.041666667, A.D. 2020-Sep-17 13:00:00.0000,  1.650417771790139E+08, -9.837924531504666E+06,  4.539447598145897E+06,  7.155490495174027E+00,  2.950399003556950E+01,  8.454113030587802E-01,
2459110.083333333, A.D. 2020-Sep-17 14:00:00.0000,  1.650675059346185E+08, -9.731708155592296E+06,  4.542490230420916E+06,  7.138263153536260E+00,  2.950510579252637E+01,  8.449399354969653E-01,
2459110.125000000, A.D. 2020-Sep-17 15:00:00.0000,  1.650931726775765E+08, -9.625487783481400E+06,  4.545531165499220E+06,  7.121039026208923E+00,  2.950621014704758E+01,  8.444684160561344E-01,
2459110.166666667, A.D. 2020-Sep-17 16:00:00.0000,  1.651187774194738E+08, -9.519263456207927E+06,  4.548570402834715E+06,  7.103818121102791E+00,  2.950730310625758E+01,  8.439967451106885E-01,
2459110.208333333, A.D. 2020-Sep-17 17:00:00.0000,  1.651443201719246E+08, -9.413035214782167E+06,  4.551607941882661E+06,  7.086600446116089E+00,  2.950838467728516E+01,  8.435249230348045E-01,
2459110.250000000, A.D. 2020-Sep-17 18:00:00.0000,  1.651698009465715E+08, -9.306803100188732E+06,  4.554643782099658E+06,  7.069386009134490E+00,  2.950945486726349E+01,  8.430529502023916E-01,
2459110.291666667, A.D. 2020-Sep-17 19:00:00.0000,  1.651952197550854E+08, -9.200567153386561E+06,  4.557677922943658E+06,  7.052174818031128E+00,  2.951051368333006E+01,  8.425808269871204E-01,
2459110.333333333, A.D. 2020-Sep-17 20:00:00.0000,  1.652205766091658E+08, -9.094327415308880E+06,  4.560710363873954E+06,  7.034966880666596E+00,  2.951156113262668E+01,  8.421085537624258E-01,
2459110.375000000, A.D. 2020-Sep-17 21:00:00.0000,  1.652458715205401E+08, -8.988083926863199E+06,  4.563741104351184E+06,  7.017762204888949E+00,  2.951259722229944E+01,  8.416361309014757E-01,
2459110.416666667, A.D. 2020-Sep-17 22:00:00.0000,  1.652711045009643E+08, -8.881836728931293E+06,  4.566770143837329E+06,  7.000560798533711E+00,  2.951362195949873E+01,  8.411635587772075E-01,
2459110.458333333, A.D. 2020-Sep-17 23:00:00.0000,  1.652962755622223E+08, -8.775585862369189E+06,  4.569797481795711E+06,  6.983362669423878E+00,  2.951463535137916E+01,  8.406908377622937E-01,
2459110.500000000, A.D. 2020-Sep-18 00:00:00.0000,  1.653213847161261E+08, -8.669331368007831E+06,  4.572823117690977E+06,  6.966167825370028E+00,  2.951563740509958E+01,  8.402179682291777E-01,
